,pdb,chain,CATH Domain,Class Number,Architecture Number,Topology Number,Superfamily Number,S35 Number,S60 Number,S95 Number,S100 Number,S100 Count Number,Domain Length,Resolution
3027,4xwj,A,4xwjA00,1,20,120,1370,1,1,1,1,1,153,2.1
6152,3iwv,B,3iwvB00,2,60,40,180,2,1,1,1,1,117,1.68
15789,4co9,A,4co9A00,3,50,30,50,2,2,1,1,1,207,1.95
3140,4lqx,A,4lqxA00,1,20,910,10,25,1,1,1,1,288,2.34
16160,1ud9,A,1ud9A00,3,70,10,10,1,1,1,1,1,242,1.68
10955,3oj7,A,3oj7A00,3,30,428,10,2,5,1,1,1,109,1.4
14183,3ors,A,3orsA00,3,40,50,1970,1,3,1,1,1,161,1.45
9609,3tc3,B,3tc3B00,3,20,20,150,9,1,1,1,1,290,1.5
4588,3mhx,B,3mhxB00,2,30,30,90,2,1,1,1,1,81,1.7
11501,4jpd,A,4jpdA00,3,30,920,10,2,3,1,1,1,109,1.9
10788,2ql8,A,2ql8A00,3,30,300,20,17,1,1,1,1,138,1.5
16633,3tb5,A,3tb5A00,3,90,230,10,11,2,1,1,1,254,2.3
13221,3op4,B,3op4B00,3,40,50,720,152,1,1,1,1,234,1.6
3152,6fgg,A,6fggA00,1,20,920,10,9,2,1,1,1,101,1.1
5948,2bk8,A,2bk8A00,2,60,40,10,203,1,1,1,1,97,1.69
15791,1r61,A,1r61A00,3,50,30,50,4,1,1,1,1,205,2.5
12262,4g2u,A,4g2uA00,3,40,33,10,6,1,1,1,1,210,1.85
13988,4inz,A,4inzA00,3,40,50,1820,79,1,1,1,1,286,1.7
16183,1xkn,A,1xknA00,3,75,10,10,5,1,1,1,1,344,1.6
16284,1gyo,A,1gyoA00,3,90,10,10,2,1,1,1,1,106,1.2
423,1umq,A,1umqA00,1,10,10,60,70,2,1,1,1,60,999.0
16011,2dg5,B,2dg5B00,3,60,20,40,2,2,1,1,1,185,1.6
11680,5u1h,C,5u1hC00,3,30,1330,60,2,1,1,1,1,123,1.5
14023,1xkl,A,1xklA00,3,40,50,1820,99,3,1,1,1,249,2.0
17311,2gd5,B,2gd5B00,6,10,140,1230,1,1,1,1,1,144,2.8
2445,3swf,C,3swfC00,1,20,5,300,10,1,1,1,1,51,2.14
11419,2ffg,A,2ffgA00,3,30,720,20,1,1,1,1,1,77,2.31
785,2f76,X,2f76X00,1,10,150,490,1,1,1,1,1,100,999.0
12061,2av4,A,2av4A00,3,40,30,10,65,1,1,1,1,135,1.73
15830,2psb,A,2psbA00,3,50,90,10,1,1,1,1,1,287,2.1
2882,3us6,A,3us6A00,1,20,120,160,1,2,1,1,1,148,1.45
564,2vxd,A,2vxdA00,1,10,10,2100,1,1,1,1,1,54,999.0
6862,4ate,A,4ateA00,2,60,120,200,50,1,1,1,1,256,1.1
6363,1zk5,A,1zk5A00,2,60,40,1410,1,1,1,1,1,172,1.4
3871,1wy6,A,1wy6A00,1,25,40,350,1,1,1,1,1,159,2.2
6200,5ztd,A,5ztdA00,2,60,40,420,18,1,1,1,1,124,1.05
11023,2gj3,A,2gj3A00,3,30,450,20,3,1,1,1,1,119,1.04
4228,1vq8,Z,1vq8Z00,2,20,25,30,1,1,1,1,1,73,2.2
1005,3d1n,P,3d1nP00,1,10,260,40,48,1,1,1,1,79,2.51
7773,1ezg,A,1ezgA00,2,160,20,50,1,1,1,1,1,82,1.4
17498,4jle,A,4jleA00,6,10,280,180,1,1,1,1,1,149,2.35
9708,3s6o,A,3s6oA00,3,20,20,370,9,2,1,1,1,305,1.85
16503,1ojq,A,1ojqA00,3,90,176,10,7,1,1,1,1,212,1.68
16777,4myb,A,4mybA00,3,90,550,10,54,1,1,1,1,217,2.4
12752,5llb,A,5llbA00,3,40,50,300,197,1,1,1,1,240,1.92
1395,2l1n,A,2l1nA00,1,10,418,90,1,1,1,1,1,120,999.0
16973,2dn5,A,2dn5A00,3,90,1460,10,3,3,1,1,1,89,999.0
13793,1pyo,C,1pyoC00,3,40,50,1460,6,1,1,1,1,161,1.65
703,1sv0,A,1sv0A00,1,10,150,50,1,2,1,1,1,77,2.07
3989,4l9p,B,4l9pB00,1,50,10,20,10,2,1,1,1,452,1.45
11742,1j6x,B,1j6xB00,3,30,1360,80,1,3,1,1,1,146,2.38
14331,3c3m,A,3c3mA00,3,40,50,2300,210,1,1,1,1,117,1.7
4645,4m78,N,4m78N00,2,30,30,100,31,1,1,1,1,71,2.79
3599,4r0z,A,4r0zA00,1,25,10,10,31,1,1,1,1,557,2.0
10155,4ae5,C,4ae5C00,3,30,70,100,84,1,1,1,1,158,1.85
2639,3may,B,3mayB00,1,20,20,20,1,1,1,1,1,93,2.5
7191,5bvi,A,5bviA00,2,60,200,10,4,2,1,1,1,182,2.6
14739,5f7v,A,5f7vA00,3,40,190,10,386,1,1,1,1,388,1.4
16452,2yyh,A,2yyhA00,3,90,79,10,40,2,1,1,1,136,1.8
3198,2xz2,A,2xz2A00,1,20,960,50,1,1,1,1,1,66,1.4
17237,2rhk,D,2rhkD00,4,10,1000,10,1,1,1,1,1,60,1.95
13995,1a8q,A,1a8qA00,3,40,50,1820,84,3,1,1,1,274,1.75
9374,1gnx,A,1gnxA00,3,20,20,80,48,6,1,1,1,448,1.68
2152,2ous,A,2ousA00,1,10,1300,10,1,2,1,1,1,326,1.45
4521,2x3w,D,2x3wD00,2,30,30,40,83,1,1,1,1,56,2.64
13364,5unl,B,5unlB00,3,40,50,720,303,2,1,1,1,262,1.65
1634,1tx4,A,1tx4A00,1,10,555,10,3,1,1,1,1,196,1.65
10212,2vu5,A,2vu5A00,3,30,70,141,1,8,1,1,1,148,2.0
17106,1mdy,A,1mdyA00,4,10,280,10,13,1,1,1,1,68,2.8
12845,1ly1,A,1ly1A00,3,40,50,300,351,1,1,1,1,152,2.0
3378,4cyb,D,4cybD00,1,20,1260,10,21,1,1,1,1,171,1.78
611,6e0p,A,6e0pA00,1,10,20,10,23,1,1,1,1,99,2.6
16644,4kpo,B,4kpoB00,3,90,245,10,8,1,1,1,1,312,2.49
14828,4iqy,B,4iqyB00,3,40,220,10,17,2,1,1,1,219,1.55
6424,2l3b,A,2l3bA00,2,60,40,2410,2,1,1,1,1,130,999.0
10186,2nuh,A,2nuhA00,3,30,70,120,5,1,1,1,1,104,1.39
6399,2p9r,A,2p9rA00,2,60,40,1930,3,1,1,1,1,102,2.3
6917,4ozx,A,4ozxA00,2,60,120,200,104,1,1,1,1,285,1.88
1109,5dm6,V,5dm6V00,1,10,287,310,2,1,1,1,1,66,2.9
17024,1cix,A,1cixA00,4,10,40,20,5,1,1,1,1,44,999.0
6457,3d33,B,3d33B00,2,60,40,3080,1,1,1,1,1,91,1.7
8371,3exz,A,3exzA00,3,10,129,10,65,1,1,1,1,145,2.3
8494,5ogj,A,5ogjA00,3,10,200,10,1,2,1,1,1,259,1.06
4483,4iio,A,4iioA00,2,30,30,40,33,1,1,1,1,63,1.7
9890,5eya,F,5eyaF00,3,30,40,10,52,1,1,1,1,76,2.4
16204,2z80,B,2z80B00,3,80,10,10,11,1,1,1,1,320,1.8
193,4yii,A,4yiiA00,1,10,10,10,153,1,1,1,1,72,1.8
10809,3lno,A,3lnoA00,3,30,300,130,3,2,1,1,1,100,2.1
16202,4r6f,A,4r6fA00,3,80,10,10,8,1,1,1,1,329,1.73
12020,6mws,A,6mwsA00,3,40,30,10,29,1,1,1,1,108,1.22
4289,2dk1,A,2dk1A00,2,20,70,10,22,1,1,1,1,50,999.0
12088,3f3q,A,3f3qA00,3,40,30,10,104,1,1,1,1,109,1.76
10426,6fai,U,6faiU00,3,30,70,600,4,3,1,1,1,103,3.4
3304,1wu3,I,1wu3I00,1,20,1250,10,25,1,1,1,1,161,2.15
4920,1i0r,A,1i0rA00,2,30,110,10,9,1,1,1,1,161,1.5
8269,2onu,A,2onuA00,3,10,110,10,15,3,1,1,1,150,2.38
2836,3v9m,A,3v9mA00,1,20,90,10,2,3,1,1,1,118,1.56
8564,1fd3,A,1fd3A00,3,10,360,10,1,1,1,1,1,41,1.35
809,2w50,B,2w50B00,1,10,225,10,6,1,1,1,1,97,1.6
12843,2p5t,F,2p5tF00,3,40,50,300,348,2,1,1,1,240,3.2
1222,1vsy,3,1vsy300,1,10,287,2210,1,1,1,1,1,76,1000.0
6765,4rsu,B,4rsuB00,2,60,120,40,18,1,1,1,1,142,2.3
7501,3c0d,A,3c0dA00,2,102,10,10,18,1,1,1,1,106,2.4
14581,4lxq,B,4lxqB00,3,40,50,12230,1,1,1,1,1,274,1.4
13295,3tfo,B,3tfoB00,3,40,50,720,214,1,1,1,1,215,2.08
16933,5xqv,A,5xqvA00,3,90,1210,10,1,2,1,1,1,66,0.97
12631,2c95,A,2c95A00,3,40,50,300,68,1,1,1,1,195,1.71
17401,4aj5,H,4aj5H00,6,10,250,1370,1,1,1,1,1,83,3.32
3116,1z72,A,1z72A00,1,20,910,10,3,1,1,1,1,213,1.45
12195,4gxz,D,4gxzD00,3,40,30,10,258,1,1,1,1,170,2.04
4629,4c92,G,4c92G00,2,30,30,100,22,1,1,1,1,75,2.3
2617,2zi0,B,2zi0B00,1,20,5,3800,1,1,1,1,1,54,2.82
8909,3b9o,A,3b9oA00,3,20,20,30,12,2,1,1,1,433,1.9
10859,4ep4,A,4ep4A00,3,30,420,10,1,1,1,1,1,166,1.28
3903,6b4e,A,6b4eA00,1,25,40,510,1,1,1,1,1,296,1.75
7752,3zsc,A,3zscA00,2,160,20,10,25,1,1,1,1,329,1.94
2447,2ieq,A,2ieqA00,1,20,5,300,11,1,1,1,1,88,1.75
17096,6g6k,B,6g6kB00,4,10,280,10,1,1,1,1,1,76,1.35
11468,3a1p,B,3a1pB00,3,30,860,10,1,1,1,1,1,85,2.3
3595,2of3,A,2of3A00,1,25,10,10,28,1,1,1,1,266,1.9
12810,6an9,A,6an9A00,3,40,50,300,273,3,1,1,1,296,1.89
5176,2dy7,A,2dy7A00,2,40,50,40,52,1,1,1,1,81,999.0
832,3fia,A,3fiaA00,1,10,238,10,7,1,1,1,1,94,1.45
14847,2opi,B,2opiB00,3,40,225,10,14,1,1,1,1,203,2.5
4903,2rdk,A,2rdkA00,2,30,60,10,1,1,1,1,1,101,1.35
17241,3zj2,A,3zj2A00,4,10,1000,40,2,1,1,1,1,71,999.0
15738,3qta,B,3qtaB00,3,40,1550,10,6,1,1,1,1,193,2.0
6071,2lqr,A,2lqrA00,2,60,40,10,817,1,1,1,1,108,999.0
951,4d7x,A,4d7xA00,1,10,246,20,2,2,1,1,1,86,999.0
12325,3mq2,A,3mq2A00,3,40,50,150,31,1,1,1,1,215,1.69
10837,3d7q,B,3d7qB00,3,30,310,110,1,4,1,1,1,107,2.3
258,1ghc,A,1ghcA00,1,10,10,10,314,2,1,1,1,75,999.0
7450,3mal,A,3malA00,2,80,10,50,84,2,1,1,1,181,1.95
9326,1i1w,A,1i1wA00,3,20,20,80,17,1,1,1,1,302,0.89
17524,2ds5,A,2ds5A00,6,20,220,10,1,1,1,1,1,43,1.5
808,4v2o,B,4v2oB00,1,10,225,10,5,1,1,1,1,81,2.13
4534,2kea,A,2keaA00,2,30,30,40,101,1,1,1,1,63,999.0
7296,4a02,A,4a02A00,2,70,50,50,1,1,1,1,1,166,0.95
8939,4iqd,B,4iqdB00,3,20,20,60,8,2,1,1,1,283,2.0
7231,2vga,A,2vgaA00,2,60,240,10,2,1,1,1,1,194,1.9
10909,5o5j,K,5o5jK00,3,30,420,80,2,2,1,1,1,115,3.45
11587,1gtd,B,1gtdB00,3,30,1280,10,5,2,1,1,1,79,2.56
3135,3ibx,D,3ibxD00,1,20,910,10,19,1,1,1,1,216,2.4
12338,2p7i,A,2p7iA00,3,40,50,150,52,1,1,1,1,222,1.74
7311,4qi8,A,4qi8A00,2,70,50,70,2,1,1,1,1,214,1.1
15416,2oq3,A,2oq3A00,3,40,930,10,1,2,1,1,1,147,999.0
14477,1p9o,A,1p9oA00,3,40,50,10300,4,1,1,1,1,269,2.3
1032,1a32,A,1a32A00,1,10,287,10,1,2,1,1,1,85,2.1
357,1w4m,A,1w4mA00,1,10,10,10,488,1,1,1,1,95,999.0
15635,4fb3,A,4fb3A00,3,40,1310,20,1,3,1,1,1,115,3.79
2165,5lxv,B,5lxvB00,1,10,1330,10,4,2,1,1,1,65,2.4
13979,5a62,A,5a62A00,3,40,50,1820,70,1,1,1,1,272,1.5
2405,2wpq,A,2wpqA00,1,20,5,170,79,2,1,1,1,99,1.85
12246,1nho,A,1nhoA00,3,40,30,10,327,2,1,1,1,85,999.0
1440,2c0k,B,2c0kB00,1,10,490,10,7,2,1,1,1,149,2.6
11032,4r38,A,4r38A00,3,30,450,20,8,2,1,1,1,109,1.6
11583,1vq3,B,1vq3B00,3,30,1280,10,2,1,1,1,1,84,1.9
9891,2y43,A,2y43A00,3,30,40,10,53,1,1,1,1,89,1.8
10599,2ife,A,2ifeA00,3,30,110,10,1,2,1,1,1,91,999.0
16310,1xeo,A,1xeoA00,3,90,45,10,3,1,1,1,1,165,1.3
4066,5xwe,A,5xweA00,2,10,60,10,8,2,1,1,1,51,1.8
1051,3vou,B,3vouB00,1,10,287,70,22,1,1,1,1,136,3.2
3890,4q69,B,4q69B00,1,25,40,390,19,1,1,1,1,437,2.5
6971,3see,A,3seeA00,2,60,120,260,47,1,1,1,1,210,1.25
12048,4cw9,B,4cw9B00,3,40,30,10,57,2,1,1,1,104,1.84
7972,2fnj,B,2fnjB00,3,10,20,90,34,1,1,1,1,98,1.8
11131,3oov,A,3oovA00,3,30,450,40,27,1,1,1,1,162,2.2
10725,2mmp,A,2mmpA00,3,30,160,830,1,1,1,1,1,77,999.0
948,2ruh,A,2ruhA00,1,10,245,10,8,1,1,1,1,131,999.0
15285,4ppr,A,4pprA00,3,40,710,10,37,1,1,1,1,300,2.0
1631,2xv9,A,2xv9A00,1,10,533,30,1,1,1,1,1,134,999.0
12549,3ake,A,3akeA00,3,40,50,300,18,1,1,1,1,206,1.5
8531,4hpl,A,4hplA00,3,10,260,40,1,2,1,1,1,113,2.0
17218,2vqe,N,2vqeN00,4,10,830,10,1,1,1,1,1,60,2.5
12780,5ar1,A,5ar1A00,3,40,50,300,230,4,1,1,1,216,2.85
4664,1m1f,B,1m1fB00,2,30,30,110,1,1,1,1,1,105,1.4
12269,4p27,A,4p27A00,3,40,33,10,12,1,1,1,1,155,2.16
11669,1pf5,A,1pf5A00,3,30,1330,40,15,1,1,1,1,130,2.5
9678,1ypx,A,1ypxA00,3,20,20,210,9,1,1,1,1,315,2.6
15444,2xb3,A,2xb3A00,3,40,1000,10,8,1,1,1,1,155,2.8
13574,1t0b,A,1t0bA00,3,40,50,880,36,1,1,1,1,240,1.7
11466,2kx2,A,2kx2A00,3,30,780,30,1,1,1,1,1,96,999.0
16730,2e3d,D,2e3dD00,3,90,550,10,10,2,1,1,1,278,1.95
1119,2lw1,A,2lw1A00,1,10,287,380,2,1,1,1,1,85,999.0
3543,2l1l,B,2l1lB00,1,20,1440,250,1,1,1,1,1,127,999.0
12617,4dzz,A,4dzzA00,3,40,50,300,56,1,1,1,1,206,1.8
7363,4xqm,A,4xqmA00,2,70,130,10,6,1,1,1,1,94,1.63
9857,4r7e,A,4r7eA00,3,30,40,10,14,2,1,1,1,69,2.25
15770,1n2m,C,1n2mC00,3,50,20,10,1,1,1,1,1,163,1.9
10274,1wtb,A,1wtbA00,3,30,70,330,10,3,1,1,1,79,999.0
8957,1ney,A,1neyA00,3,20,20,70,1,4,1,1,1,246,1.2
15605,1rhx,A,1rhxA00,3,40,1260,10,12,1,1,1,1,87,999.0
484,2juc,A,2jucA00,1,10,10,440,5,2,1,1,1,55,999.0
13348,4d79,A,4d79A00,3,40,50,720,280,1,1,1,1,243,1.77
14060,4qlo,A,4qloA00,3,40,50,1820,137,1,1,1,1,327,2.45
1144,3cs5,A,3cs5A00,1,10,287,670,2,1,1,1,1,48,2.2
9958,1weo,A,1weoA00,3,30,40,10,130,1,1,1,1,93,999.0
9982,1dsz,A,1dszA00,3,30,50,10,3,1,1,1,1,75,1.7
13558,4p5p,A,4p5pA00,3,40,50,880,19,1,1,1,1,224,1.54
7727,1k5c,A,1k5cA00,2,160,20,10,1,1,1,1,1,333,0.96
4942,2htd,B,2htdB00,2,30,110,10,35,1,1,1,1,122,1.6
17418,2lzl,A,2lzlA00,6,10,250,1740,1,1,1,1,1,43,999.0
10776,3k85,A,3k85A00,3,30,230,120,1,1,1,1,1,297,2.28
6772,1ahs,A,1ahsA00,2,60,120,170,2,1,1,1,1,126,2.3
4283,2jx8,A,2jx8A00,2,20,70,10,3,2,1,1,1,47,999.0
17232,1qa4,A,1qa4A00,4,10,890,10,1,1,1,1,1,56,999.0
8128,3i6c,A,3i6cA00,3,10,50,40,6,1,1,1,1,113,1.3
6627,3e6d,B,3e6dB00,2,60,120,10,136,1,1,1,1,203,2.0
17352,4a24,A,4a24A00,6,10,140,2220,3,1,1,1,1,47,999.0
4462,2nwm,A,2nwmA00,2,30,30,40,22,2,1,1,1,59,999.0
133,5dcm,A,5dcmA00,1,10,10,10,41,1,1,1,1,97,1.6
15402,2owm,D,2owmD00,3,40,850,10,4,8,1,1,1,325,3.25
1532,5y80,A,5y80A00,1,10,510,10,128,2,1,1,1,306,2.5
3335,2z3q,A,2z3qA00,1,20,1250,70,1,1,1,1,1,114,1.85
2289,3let,A,3letA00,1,10,3290,10,9,1,1,1,1,302,1.8
9623,3l23,A,3l23A00,3,20,20,150,19,2,1,1,1,263,1.7
10845,2sic,I,2sicI00,3,30,350,10,1,1,1,1,1,107,1.8
16532,1jln,A,1jlnA00,3,90,190,10,14,3,1,1,1,297,1.81
10649,2lrs,A,2lrsA00,3,30,160,20,30,1,1,1,1,71,999.0
15476,3d40,A,3d40A00,3,40,1160,10,3,1,1,1,1,252,1.53
11520,12as,A,12asA00,3,30,930,10,29,2,1,1,1,327,2.2
7052,1vph,B,1vphB00,2,60,120,460,3,1,1,1,1,137,1.76
8861,3n72,A,3n72A00,3,15,10,20,1,1,1,1,1,143,1.77
5005,5mmi,Y,5mmiY00,2,30,170,40,2,1,1,1,1,77,3.25
6503,4a1r,C,4a1rC00,2,60,40,4150,3,1,1,1,1,137,1.92
7358,3ovw,A,3ovwA00,2,70,100,10,2,2,1,1,1,399,2.3
11926,2a6s,B,2a6sB00,3,30,2310,20,5,1,1,1,1,84,1.77
3917,2x3m,A,2x3mA00,1,25,40,670,1,1,1,1,1,166,1.45
1675,1mzn,A,1mznA00,1,10,565,10,17,1,1,1,1,224,1.9
12609,3w34,A,3w34A00,3,40,50,300,52,2,1,1,1,208,1.91
15366,5wgi,A,5wgiA00,3,40,800,20,1,1,1,1,1,360,1.05
7477,1ouw,A,1ouwA00,2,100,10,30,5,1,1,1,1,148,1.37
16370,1pxv,A,1pxvA00,3,90,70,10,17,1,1,1,1,183,1.8
4801,4ydp,A,4ydpA00,2,30,42,10,9,3,1,1,1,83,1.4
13232,4cqm,G,4cqmG00,3,40,50,720,152,12,1,1,1,224,2.34
983,3fmy,A,3fmyA00,1,10,260,40,16,1,1,1,1,65,1.4
10329,1n88,A,1n88A00,3,30,70,330,79,4,1,1,1,96,999.0
16956,3kfu,E,3kfuE00,3,90,1300,10,4,3,1,1,1,468,3.0
8657,3dmc,A,3dmcA00,3,10,450,50,40,1,1,1,1,130,1.65
6218,3hei,B,3heiB00,2,60,40,420,49,2,1,1,1,132,2.0
17457,4hr6,A,4hr6A00,6,10,250,2640,1,1,1,1,1,41,2.25
3279,4o6k,A,4o6kA00,1,20,1250,10,6,1,1,1,1,136,2.1
2796,3ret,A,3retA00,1,20,59,10,3,1,1,1,1,97,1.79
2257,2gz4,A,2gz4A00,1,10,3210,10,7,1,1,1,1,200,1.5
2243,4y0c,B,4y0cB00,1,10,1780,10,7,1,1,1,1,138,1.99
3846,2nsz,A,2nszA00,1,25,40,180,8,1,1,1,1,129,1.15
15615,1v2x,A,1v2xA00,3,40,1280,10,14,1,1,1,1,191,1.5
5760,5os9,A,5os9A00,2,40,330,10,3,1,1,1,1,114,1.8
15687,4u8f,B,4u8fB00,3,40,1400,10,8,1,1,1,1,212,1.55
17395,2pqr,C,2pqrC00,6,10,250,1070,1,1,1,1,1,40,1.88
5422,2hq6,A,2hq6A00,2,40,100,10,6,1,1,1,1,170,1.75
3243,3c02,A,3c02A00,1,20,1080,10,7,1,1,1,1,242,2.05
8732,1of5,B,1of5B00,3,10,450,50,106,1,1,1,1,128,2.8
13522,3lqy,A,3lqyA00,3,40,50,850,12,1,1,1,1,182,1.75
13226,3osu,B,3osuB00,3,40,50,720,152,6,1,1,1,231,1.9
11187,3eoi,A,3eoiA00,3,30,450,360,1,1,1,1,1,123,1.52
4045,2jyt,A,2jytA00,2,10,25,160,1,2,1,1,1,55,999.0
1778,4n83,A,4n83A00,1,10,620,20,4,4,1,1,1,285,2.65
8505,3jxg,A,3jxgA00,3,10,200,10,4,1,1,1,1,257,1.7
1246,4czx,B,4czxB00,1,10,287,3700,1,1,1,1,1,103,1.85
4301,4fzq,A,4fzqA00,2,20,230,10,4,1,1,1,1,79,2.5
13005,5bv8,A,5bv8A00,3,40,50,410,3,1,1,1,1,209,1.59
9778,4hl7,A,4hl7A00,3,20,140,10,1,2,1,1,1,413,1.8
14187,4grd,A,4grdA00,3,40,50,1970,1,7,1,1,1,168,1.85
13234,4ijk,B,4ijkB00,3,40,50,720,152,14,1,1,1,225,2.54
10012,4b6d,B,4b6dB00,3,30,60,20,6,1,1,1,1,57,2.2
6474,4b9g,A,4b9gA00,2,60,40,3480,1,1,1,1,1,146,1.04
14045,3ils,A,3ilsA00,3,40,50,1820,119,1,1,1,1,265,1.7
15463,5ztp,A,5ztpA00,3,40,1050,10,7,3,1,1,1,169,2.96
11502,1v5r,A,1v5rA00,3,30,920,20,1,1,1,1,1,97,999.0
10501,1qtn,B,1qtnB00,3,30,70,1470,1,1,1,1,1,90,1.2
14156,6g1u,B,6g1uB00,3,40,50,1820,245,1,1,1,1,531,1.79
16141,5j92,B,5j92B00,3,60,130,10,10,1,1,1,1,259,1.95
10549,2lu1,A,2lu1A00,3,30,70,2370,1,1,1,1,1,89,999.0
5444,1exs,A,1exsA00,2,40,128,20,5,3,1,1,1,160,2.39
5473,5hz5,A,5hz5A00,2,40,128,20,23,2,1,1,1,134,1.4
3993,2g0d,A,2g0dA00,1,50,10,20,20,1,1,1,1,404,2.21
1044,1r3j,C,1r3jC00,1,10,287,70,3,1,1,1,1,103,1.9
12936,2bmv,A,2bmvA00,3,40,50,360,3,4,1,1,1,163,2.11
17053,5b1a,M,5b1aM00,4,10,81,10,1,1,1,1,1,43,1.5
12896,4mki,B,4mkiB00,3,40,50,300,468,1,1,1,1,283,2.3
11904,3fhv,A,3fhvA00,3,30,1690,10,3,1,1,1,1,150,1.9
6825,3o12,A,3o12A00,2,60,120,200,31,1,1,1,1,182,1.5
2198,4r24,B,4r24B00,1,10,1660,10,4,1,1,1,1,85,2.25
11098,6b9x,E,6b9xE00,3,30,450,30,9,1,1,1,1,91,1.42
4855,3b76,A,3b76A00,2,30,42,10,58,1,1,1,1,101,1.75
3247,3kly,D,3klyD00,1,20,1080,10,9,1,1,1,1,252,2.1
8994,5ucs,A,5ucsA00,3,20,20,70,15,2,1,1,1,290,1.41
6187,6ggr,A,6ggrA00,2,60,40,340,1,2,1,1,1,168,2.1
4839,6ezi,A,6eziA00,2,30,42,10,41,1,1,1,1,86,1.5
15834,4dq9,B,4dq9B00,3,55,40,10,2,1,1,1,1,142,1.59
13882,3afi,B,3afiB00,3,40,50,1820,5,5,1,1,1,302,1.75
3062,2hjn,A,2hjnA00,1,20,140,30,3,1,1,1,1,201,2.0
2390,1dh3,A,1dh3A00,1,20,5,170,50,1,1,1,1,55,3.0
199,1ub9,A,1ub9A00,1,10,10,10,163,1,1,1,1,100,2.05
9740,5m1t,A,5m1tA00,3,20,20,450,1,4,1,1,1,247,2.27
15666,5dm7,C,5dm7C00,3,40,1370,10,4,1,1,1,1,197,3.0
1795,4a5h,A,4a5hA00,1,10,620,20,20,1,1,1,1,271,1000.0
3023,4cs9,A,4cs9A00,1,20,120,1350,1,1,1,1,1,158,2.01
3650,2fbn,A,2fbnA00,1,25,40,10,9,1,1,1,1,153,1.63
16357,1deu,B,1deuB00,3,90,70,10,10,1,1,1,1,261,1.7
2809,2lbb,A,2lbbA00,1,20,80,10,2,4,1,1,1,88,999.0
6804,2r16,A,2r16A00,2,60,120,200,8,1,1,1,1,175,1.04
8030,2mp2,B,2mp2B00,3,10,20,90,115,1,1,1,1,90,999.0
12910,5h68,A,5h68A00,3,40,50,300,509,1,1,1,1,325,1.98
7661,1jof,A,1jofA00,2,130,10,10,79,1,1,1,1,355,2.5
5125,4x3k,A,4x3kA00,2,40,50,40,7,1,1,1,1,64,1.45
14633,3rdr,A,3rdrA00,3,40,80,10,8,2,1,1,1,153,2.2
5740,1wjx,A,1wjxA00,2,40,280,10,1,1,1,1,1,112,1.7
16536,2c46,B,2c46B00,3,90,190,10,17,1,1,1,1,201,1.6
4898,1ueq,A,1ueqA00,2,30,42,10,121,1,1,1,1,123,999.0
9865,4r2y,C,4r2yC00,3,30,40,10,21,1,1,1,1,65,1.75
13008,4jdu,A,4jduA00,3,40,50,410,5,1,1,1,1,193,1.47
15436,3kbq,B,3kbqB00,3,40,980,10,7,1,1,1,1,169,2.0
16265,4wp6,A,4wp6A00,3,80,10,10,70,1,1,1,1,151,1.7
7925,4wwm,A,4wwmA00,3,10,20,30,28,1,1,1,1,79,2.2
13974,4fbl,B,4fblB00,3,40,50,1820,65,2,1,1,1,246,1.99
12099,2ht9,B,2ht9B00,3,40,30,10,122,1,1,1,1,111,1.9
7952,4icv,A,4icvA00,3,10,20,90,9,1,1,1,1,84,1.45
5052,3cnr,B,3cnrB00,2,40,10,220,7,1,1,1,1,91,1.9
16705,5xuk,A,5xukA00,3,90,470,20,10,1,1,1,1,115,2.3
9481,4ff5,A,4ff5A00,3,20,20,80,208,1,1,1,1,227,1.86
4696,2lrq,A,2lrqA00,2,30,30,140,61,1,1,1,1,85,999.0
10147,2okq,B,2okqB00,3,30,70,100,68,1,1,1,1,118,1.8
5209,1k8m,A,1k8mA00,2,40,50,100,55,3,1,1,1,87,999.0
14182,3kuu,C,3kuuC00,3,40,50,1970,1,2,1,1,1,163,1.41
4294,3mcb,B,3mcbB00,2,20,70,30,2,1,1,1,1,58,1.9
8196,3m9z,A,3m9zA00,3,10,100,10,20,1,1,1,1,124,1.7
2976,4bpm,A,4bpmA00,1,20,120,550,3,1,1,1,1,162,2.08
16597,3qmj,A,3qmjA00,3,90,226,10,46,1,1,1,1,211,2.2
7665,1xip,A,1xipA00,2,130,10,10,83,1,1,1,1,364,2.5
10136,1aw0,A,1aw0A00,3,30,70,100,58,3,1,1,1,72,999.0
6420,2wtp,A,2wtpA00,2,60,40,2280,1,1,1,1,1,93,1.5
3111,5o33,B,5o33B00,1,20,900,10,4,1,1,1,1,179,1.64
10647,2n3g,A,2n3gA00,3,30,160,20,27,1,1,1,1,72,999.0
6322,1p5v,B,1p5vB00,2,60,40,1090,4,1,1,1,1,136,1.7
13223,3grp,D,3grpD00,3,40,50,720,152,3,1,1,1,209,2.09
1467,2zs0,A,2zs0A00,1,10,490,10,24,1,1,1,1,140,1.6
9043,3c6c,A,3c6cA00,3,20,20,70,36,1,1,1,1,285,1.72
16924,5mpo,C,5mpoC00,3,90,1170,40,5,1,1,1,1,132,2.43
14048,5w95,B,5w95B00,3,40,50,1820,123,1,1,1,1,264,1.72
14217,4lyy,A,4lyyA00,3,40,50,2020,5,6,1,1,1,165,1.86
13282,4fn4,A,4fn4A00,3,40,50,720,207,2,1,1,1,254,1.75
